4,79752799999999
1,82560800000003
0,70272
2,63536266666666
4,23307466666667
5,83745600000002
4,06959466666667
4,92522133333335
7,21833333333336
9,34341066666666
9,20953599999999
6,26169066666666
2,4959573333333
2,53174399999998
3,15182933333334
4,55482933333334
3,60144
4,29196
5,73334933333334
4,98426933333334
4,68333599999999
3,95019733333334
3,47146933333334
4,12848
6,80125599999998
8,02499733333334
5,57458666666668
5,95034666666668
7,40214666666668
7,13179466666664
8,39181066666666
7,4786
9,03483200000001
11,274752
7,68372266666666
7,03614666666664
2,73003466666667
3,27415466666667
4,37849866666669
4,03022933333334
1,73500266666666
1,00739466666667
-0,201706666666643
0,131597333333336
1,93817333333332
2,79298666666664
3,04788533333333
2,82763466666667
1,13248533333333
1,99640799999999
2,78810666666668
3,58452266666666
4,05479200000001
3,07326133333335
3,12254933333331
4,12083466666667
2,88944799999999
0,213581333333314
3,1523173333333
1,25546133333331
-1,97021866666669
-1,27319200000001
-2,70417066666666
-2,85675200000001
-2,49546933333334
-2,02454933333334
-1,11394133333331
-1,69401066666666
-1,20064266666666
-0,451725333333364
-1,9786773333333
-1,51084799999999
-0,0889786666666856
3,20713600000002
2,65862400000001
0,993567999999993
-0,370229333333343
0,67213866666665
1,99315466666667
3,86642400000001
2,89205066666666
1,42788799999999
-0,123789333333343
0,909306666666678
3,97541066666669
5,06527733333334
2,12231200000001
-0,215045333333329
1,52158399999998
3,88903466666667
6,31374399999998
6,29698933333334
5,46429866666669
2,16070133333331
0,402112000000007
3,52612533333333
4,27048799999999
3,64503466666667
2,12719200000001
0,948184000000014
0,73069866666665
2,81055466666667
2,43886133333335
5,69170666666664
5,40915466666667
3,51750400000001
2,97387200000001
5,48056533333336
5,36913866666665
1,64163200000001
-0,0854
-0,750869333333343
0,146562666666664
3,44560533333336
4,96962933333334
2,62771733333334
1,44480533333333
5,02851466666667
4,80273333333332
4,39720533333333
3,04642133333331
2,59469599999999
2,13760266666666
3,69757600000002
2,22837066666669
1,00430400000001
-0,0247253333333641
1,5419173333333
1,81340800000003
2,64268266666666
3,10010133333331
3,37110400000001
1,08384799999999
2,50783200000001
-0,382592000000007
-1,24244799999999
-0,985109333333343
-0,107522666666664
1,73256266666666
0,773154666666671
2,94686933333334
1,72996
0,300933333333321
