0,643671999999972
0,956805333333329
0,522485333333328
0,817237333333336
1,07766666666664
0,0369253333333286
-0,0823093333333428
0,191133333333321
0,173727999999993
0,358029333333343
0,20496
-0,479053333333321
-1,43976266666666
-1,18762933333331
1,01471466666667
2,70791200000001
5,11700533333333
5,3924
4,01705333333336
2,51401333333332
3,97508533333333
5,57003200000001
5,07698933333334
3,55768266666666
2,51889333333332
0,393327999999993
-0,101504000000014
1,15005333333336
1,85082133333335
1,33289066666666
2,23666666666664
3,70961333333332
1,04171733333334
0,339485333333329
1,66147733333334
5,19378400000001
-0,695237333333336
0,792186666666678
2,14898933333334
0,752984000000014
-0,848144000000014
0,876447999999993
1,16192799999999
-0,21829866666665
-1,65171733333334
-1,08628799999999
-0,38552
0,915
2,87838666666664
2,34646666666668
2,72824533333333
1,88546933333331
0,801133333333321
1,43114133333335
0,287269333333343
-0,111914666666671
-0,438386666666678
0,715245333333329
2,50962133333335
3,18387466666667
3,51604
4,09871200000001
5,27739466666667
5,11668
6,78645333333332
6,40434933333334
4,67292533333333
1,42984
0,525575999999986
2,04146666666664
3,84023466666667
2,26236799999999
2,22072533333333
0,989663999999979
-0,187229333333343
1,42121866666665
3,24568799999999
3,38623200000001
1,28669333333332
-0,061
1,20259466666667
1,31629866666669
1,1468
1,35533866666665
2,05561866666669
2,86325866666669
2,58867733333334
0,932893333333357
-0,0078079999999929
0,0432693333333073
1,46351200000001
2,43951200000001
1,22813333333336
-0,61
-3,00250133333331
-1,75826400000001
0,353474666666671
2,23552799999999
4,28496533333333
4,25210666666664
0,77348
-0,759327999999993
2,25586133333335
2,31360799999999
2,50116266666666
2,99192799999999
4,83738133333335
5,68324800000003
3,00705599999999
2,73166133333335
3,65658399999998
1,75501066666669
0,541029333333343
2,77102666666664
1,73077333333336
2,19746400000001
3,27220266666666
1,91800266666666
0,328586666666643
-0,417890666666657
-0,859855999999986
-0,250018666666686
-0,963962666666664
-0,164130666666693
0,288895999999986
0,0175679999999929
-0,768111999999972
-0,46848
0,958269333333343
3,99297866666665
3,29221066666666
-0,802434666666671
-3,26130400000001
-4,209
-2,45496533333336
-1,31678666666668
0,497434666666671
3,30392266666666
3,89749333333332
4,28610399999998
4,07105866666665
4,44161333333336
3,77077599999999
4,38451733333334
-1,53215733333334
-1,00267733333334
-2,00047466666667
-1,37990133333335
0,170474666666671
-1,50743199999997
0,0411546666666359
-1,17526666666668
-2,96232266666666
-1,68717866666665
-0,485722666666664
-0,386658666666686
-0,975186666666679
-2,01511466666667
-1,09621066666666
-0,889786666666643
-0,931754666666636
-1,17185066666666
-0,792349333333343
-0,511424000000014
-0,965589333333343
-2,84894399999998
-2,63471200000001
0,0377386666666856
1,57624
1,65757333333332
0,389098666666686
0,617970666666693
0,0938586666666501
-0,986247999999993
-4,04161599999999
-5,16141333333332
-2,51222399999998
-1,16144
2,81754933333334
3,90920533333333
2,38908533333333
2,83023733333334
1,63317333333332
1,49750933333334
2,60185333333332
2,14297066666666
0,69165866666665
1,01796799999999
2,04846133333331
0,221552000000007
-0,918090666666657
-0,820490666666657
-1,05229066666669
-0,761767999999993
-0,854650666666657
-0,935333333333357
-0,720775999999986
0,178607999999993
2,56964533333333
3,77289066666666
2,52230933333334
1,43634666666664
1,34818133333331
1,35110933333334
3,14532266666666
4,63860266666666
4,42485866666665
2,67147466666667
2,14996533333333
2,57452533333333
4,73782933333334
3,36736266666666
1,25318399999998
0,918090666666657
2,23601600000002
2,04341866666669
2,43414399999998
2,46261066666666
1,93817333333332
0,608047999999993
-0,452375999999986
-1,13541333333332
-1,36835199999997
-0,473522666666664
1,27514400000001
2,95337600000002
4,2944
4,01314933333334
4,42876266666666
4,81444533333336
2,64837599999999
2,31133066666666
3,38997333333336
5,36848799999999
5,49976
3,09522133333335
0,653594666666671
0,0649039999999787
1,84708
3,38850933333334
3,13735199999997
2,21893599999999
0,560874666666671
0,34892
0,724842666666664
1,61755733333334
2,79737866666669
2,83186400000001
0,470106666666678
-1,12370133333335
-1,93150400000001
-2,08164533333333
-0,02928
0,983970666666657
1,41796533333333
1,20552266666666
1,43569600000002
2,32597066666666
1,83097599999999
0,978277333333336
0,439525333333329
-0,194874666666671
-0,518744000000014
-1,08368533333333
-1,21495733333334
-0,122650666666657
-0,631309333333307
-1,34232533333333
-0,752007999999993
0,798367999999993
1,07018399999998
0,478402666666664
0,77836
1,62585333333332
2,45073599999999
1,34492799999999
-0,208375999999986
-0,748592000000007
-1,29303733333334
-2,89562933333334
-3,94141333333336
-2,31930133333335
-1,29433866666669
-1,03553600000002
-0,25864
-0,623013333333322
-1,36265866666669
0,0819840000000142
-0,425048000000028
-0,335255999999986
-0,110776000000021
-0,05368
0,5246
0,0312320000000071
-1,09539733333334
-1,99998666666668
-1,67107466666667
-0,980391999999972
-0,292474666666671
1,91800266666666
4,00404
4,57239733333334
3,09196799999999
0,582509333333343
-1,61837066666666
-2,56167466666667
-2,43983733333334
-0,989013333333321
1,93410666666668
1,78282666666668
1,13996799999999
-0,152255999999986
-0,44896
3,10286666666668
3,72116266666666
3,63706399999998
2,85463733333334
0,49532
-1,00560533333333
1,15737333333336
0,85286133333335
-1,70328266666666
-1,17965866666669
-2,35720266666666
0,0190320000000071
-0,442127999999993
-0,0762906666666572
-0,449122666666664
-1,19267200000001
-1,09116800000003
1,04188
2,11190133333335
2,91433599999999
3,99964799999999
3,51343733333334
3,83698133333335
1,29742933333334
0,110125333333329
-1,10255466666667
-2,35150933333334
-2,73540266666666
-2,25098133333335
-1,84919466666664
-0,702394666666671
-0,495970666666693
-0,225781333333314
-0,112077333333336
-0,645949333333307
-1,15216800000003
-0,50752
-0,15128
-0,837895999999986
-1,67953333333332
-1,79860533333333
-2,33198933333334
-2,33556799999999
-2,49921066666666
-2,13044533333333
-1,20601066666666
0,587552000000007
-0,684013333333357
-0,513538666666685
-0,849607999999993
-0,516466666666678
-0,293938666666686
-0,491416000000021
-1,71239200000001
-2,14297066666666
-1,41926666666664
-0,692471999999972
-0,856927999999993
-1,62211200000001
-1,769
-1,65822400000001
-0,198616000000021
-0,433669333333343
-0,685151999999972
-0,670837333333336
-0,819677333333336
-2,15175466666667
-3,84966933333334
-3,64487200000001
-3,74491200000001
-3,28733066666669
-1,35794133333335
1,02528800000003
1,84350133333331
-0,0967866666666785
-1,83780799999999
-1,60796
-1,26668533333333
-2,43756
-3,72490400000001
-4,10245333333336
-4,23274933333334
-3,97850133333335
-0,364210666666657
-0,42325866666665
-1,03456
-1,17022400000001
-1,11003733333334
0,24757866666665
2,22967199999997
2,36013066666666
1,75273333333332
0,0925573333333357
0,190157333333336
-0,540541333333314
-0,727933333333321
-0,196826666666679
-0,740296000000021
-1,53036799999999
-2,11482933333334
-1,33289066666669
-0,638954666666671
0,927525333333329
2,06326400000001
2,92181866666665
4,46894133333335
6,78433866666665
6,27746933333331
3,46756533333333
4,21241599999999
5,68113333333332
6,66152533333333
6,30788799999999
4,34043466666664
5,79597599999999
6,57205866666669
4,45966933333334
1,79096
1,64228266666666
1,90856799999999
1,92955200000001
3,18956799999999
2,98737333333336
3,72864533333333
5,10919733333334
5,02753866666669
4,47430933333334
3,97915200000001
2,51873066666669
2,39721866666669
1,16583200000001
-0,628544000000014
-1,12760533333333
-1,60421866666665
-2,70286933333334
-3,01632800000003
-2,38680799999999
-2,10767199999997
-1,98209333333332
-0,703208000000028
-0,0497760000000213
-0,487674666666671
0,586087999999993
2,94475466666667
4,90309866666665
5,09683466666667
1,92971466666667
-0,500362666666664
1,52239733333334
5,29154666666668
4,95840533333333
2,01039733333334
-0,253597333333336
-1,29986933333334
-2,05984799999999
1,65464533333333
1,53589866666665
0,883117333333336
0,583485333333329
0,774130666666693
0,222690666666657
-0,38177866666665
0,42325866666665
0,282714666666671
-0,311344000000014
0,0216346666666714
2,1838
2,01592799999999
0,101992000000007
0,44782133333335
-0,277509333333343
0,0849120000000071
1,10759733333334
1,50401600000002
0,689869333333343
0,471570666666657
1,12728
1,65562133333335
1,26538400000001
1,27986133333335
-0,286455999999986
-1,79226133333335
-1,89246399999998
-2,30043200000001
-1,43634666666668
-1,33988533333333
-0,861970666666693
-0,360957333333336
-2,03463466666667
-3,61494133333331
-2,67505333333332
2,29961866666665
2,03788799999999
1,94777066666666
1,66749600000002
1,24244799999999
0,792186666666678
0,510773333333357
1,66473066666666
2,31669866666669
0,336394666666671
-1,43325599999999
-0,386007999999993
-0,165432000000007
-0,43188
-0,105082666666664
0,27816
0,90036
1,08824
0,0432693333333073
-0,464901333333314
-0,160389333333343
0,727770666666693
1,21121600000002
3,74491200000001
5,51082133333331
4,40696533333333
1,69254666666664
-0,448146666666643
-0,546722666666664
-1,00105066666669
-0,743386666666679
0,813333333333321
0,895154666666671
0,3588426666667
-0,804549333333343
-2,54378133333331
1,73809333333332
2,98509600000002
0,87352
-1,38592
-0,282877333333336
-0,932730666666693
-1,68815466666667
-2,09335733333334
-0,99552
-0,341762666666664
0,548837333333336
1,34899466666667
-0,0239120000000071
-1,47083200000001
-1,29694133333335
-0,370066666666643
0,548349333333343
1,17168799999999
1,72621866666669
1,40706666666668
0,880351999999971
1,44025066666666
2,2254426666667
2,47627466666664
1,01308799999999
0,344527999999993
0,29768
0,660264000000014
2,35980533333333
2,65472
2,21129066666666
-0,278322666666664
-4,30074400000001
-4,25975200000001
-2,89400266666666
-1,35485066666666
-2,03008
-2,86065600000002
-1,98908799999999
-0,982344000000014
-0,808290666666657
-1,08791466666667
-1,85911733333334
-1,86546133333335
-1,63170933333331
-1,38348
-0,892226666666678
0,296053333333357
1,11996
1,73402666666664
3,35467466666667
3,26276799999999
0,989013333333357
0,725493333333357
0,0227733333333215
-0,67945866666665
1,20714933333334
2,92393333333336
1,50905866666665
-0,9880373333333
-1,85684
-2,42893866666669
-3,40656533333333
-3,25512266666666
-1,10255466666667
-0,996170666666693
-1,26050400000001
0,797229333333343
2,58363466666667
1,97152
1,26326933333334
0,644485333333328
0,791047999999993
0,537613333333357
0,689056000000021
1,94923466666667
2,75248266666666
3,66292800000003
4,31603466666667
2,63698933333331
-0,568682666666664
-1,47489866666665
0,815773333333321
1,94679466666667
2,18998133333331
2,33101333333336
1,77209066666669
0,954202666666664
-0,9272
-0,430741333333314
1,11068799999999
1,38348
0,382266666666678
0,35510133333335
0,359167999999993
-1,02821599999999
-2,51954400000001
-2,03447200000001
-1,84886933333331
-0,71622133333335
-1,02382399999998
0,849770666666693
3,90253600000002
3,22893333333336
2,62722933333334
5,92057866666669
4,51172266666666
2,53825066666666
2,63601333333332
1,88400533333336
2,14947733333334
2,04862399999998
3,94694400000001
3,73970666666668
2,17387733333334
1,33598133333335
1,19641333333336
0,8297626666667
0,294264000000014
1,09669866666665
3,63283466666667
3,33515466666667
1,50726933333331
-0,0011386666666501
0,0888159999999858
-0,228221333333314
-0,801621333333314
-0,401624000000014
-0,388122666666664
0,0336720000000071
0,286944000000014
-1,37144266666666
-0,287106666666679
3,46984266666666
4,86519733333334
7,18856533333333
7,22207466666667
6,66429066666666
4,38354133333335
2,99225333333332
2,65049066666666
3,45325066666666
4,78386400000001
5,79646399999998
0,875634666666671
0,721264000000014
-0,45985866666665
-0,77348
-0,830087999999993
-1,06400266666666
-0,461973333333321
-0,263682666666664
1,22227733333334
2,74190933333334
3,68862933333334
3,07635200000001
2,50734400000001
4,77898399999998
3,91961599999999
0,0870266666666785
-0,96754133333335
-0,569007999999993
-0,922645333333364
0,448471999999972
1,63951733333334
2,12719200000001
4,95238666666668
6,35359733333333
4,11400266666666
-0,630170666666657
0,0985759999999858
2,20022933333334
3,08383466666667
7,17522666666668
4,28268799999999
2,69327199999997
1,41048266666666
2,88456799999999
2,27082666666668
1,76281866666669
0,979578666666686
0,95648
0,933706666666643
0,57584
0,790072000000007
0,46848
-0,188856000000021
-0,256037333333336
-0,197314666666671
0,0514026666666643
0,366650666666657
0,892714666666671
1,89311466666667
2,81332
1,59592266666666
2,48993866666665
2,87366933333334
2,49986133333331
4,12164799999999
6,21077600000002
3,81030400000001
2,42064266666666
2,40681599999999
1,76168
2,06960799999999
1,68815466666667
1,32524533333333
1,70474666666668
1,62552799999999
-1,16469333333336
-2,78794400000001
-1,34460266666666
0,559410666666693
1,75110666666664
3,74800266666666
5,18874133333331
4,28854400000001
4,74986666666664
2,28302666666664
-0,1364773333333
-1,96338666666668
-3,44088799999999
-2,15321866666665
-0,515002666666664
1,22992266666666
3,85991733333334
3,42201866666669
1,99282933333334
1,14663733333334
1,55688266666666
2,09856266666666
2,40649066666669
2,83316533333333
4,76255466666667
3,58549866666665
-0,405527999999993
0,0567706666666572
1,30458666666668
0,786168000000028
0,652944000000014
0,888322666666664
2,19860266666666
1,44854666666664
2,59485866666665
2,17892
4,92359466666667
5,09000266666666
5,37808533333333
5,82297866666665
3,85243466666664
3,84836799999999
4,34043466666667
-1,92467200000001
-1,84561600000002
0,0958106666666927
2,29002133333335
2,66073866666665
2,53353333333332
1,95980799999999
1,04545866666665
0,321429333333343
0,807477333333336
1,40104799999999
2,11857066666666
2,58607466666667
0,990314666666671
-0,767461333333314
-1,04074133333331
1,28636799999999
2,77737066666666
4,98296799999999
5,11326400000001
3,09489600000002
1,57168533333333
0,15973866666665
-0,568357333333336
-1,67465333333336
-1,83927200000001
-2,66675733333334
-4,23714133333331
-4,54572
-4,72823200000001
-5,04608266666666
-4,82144
-3,75646133333335
-1,75940266666666
-1,24147200000001
-2,45285066666666
4,01786666666668
3,87781066666666
1,67400266666666
0,363397333333336
0,821141333333314
0,985109333333343
-0,323543999999979
-0,982994666666671
-0,41968
0,659287999999993
1,57786666666668
2,31539733333334
2,29734133333335
3,59623466666664
4,35653866666669
4,23681599999999
4,21420533333333
4,12018400000001
2,23650400000001
3,60046399999998
3,11213866666665
2,11629333333336
2,42633599999999
2,12345066666669
3,21738399999998
-0,789909333333343
-1,77794666666668
-0,421957333333336
-2,31295733333334
-3,70603466666667
-1,92206933333331
0,728095999999986
1,26326933333334
0,593733333333321
0,920530666666657
2,41885333333332
